benchmark_id;benchmark;algorithm;version;solution_id;cost;time
47;Overlapping Waypoints 1;CBS;(TUD_voor_timons_vergelijking);201387;368;113
47;Overlapping Waypoints 1;M*;Python (TU);179194;;20413
47;Overlapping Waypoints 1;M*;Python (TU);179074;;20305
47;Overlapping Waypoints 1;M*;Python (TU);178954;;20265
47;Overlapping Waypoints 1;M*;Python (TU);178834;;20226
47;Overlapping Waypoints 1;M*;Python (TU);179254;362;7910
47;Overlapping Waypoints 1;M*;Python (TU);179274;;20392
47;Overlapping Waypoints 1;M*;Python (TU);179294;;20371
47;Overlapping Waypoints 1;M*;Python (TU);179314;288;45
47;Overlapping Waypoints 1;M*;Python (TU);179234;;20336
47;Overlapping Waypoints 1;M*;Python (TU);179214;;20382
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179404;209;30
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179564;325;29
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179544;145;67
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179524;392;39
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179504;274;134
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179484;290;57
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179464;372;56
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179444;330;30
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179424;293;141
47;Overlapping Waypoints 1;M* Inflated;Python (TU);179384;182;70
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213949;418;46
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213947;288;32
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213945;301;34
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213943;372;41
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213941;337;36
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213939;373;26
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213937;391;34
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213935;321;20
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213953;343;55
47;Overlapping Waypoints 1;Unordered MLA* v2;linear, resting, dist (TU);213951;227;40
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60526;316;23283
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60468;301;461
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60572;410;596
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60601;410;9250
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60613;343;7020
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60643;368;592
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60659;498;76966
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60479;450;12071
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60514;341;976
48;Overlapping Waypoints 2;A*+OD+ID;correct TSP cache (TU);60554;301;262
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);52388;379;30
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);60442;358;21
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);60018;372;24
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);58598;393;36
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);56428;290;41
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);54758;423;620
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);60560;324;93
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);60670;413;92
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);60690;370;54
48;Overlapping Waypoints 2;BCP;heuristic-based waypoints 64 (TUD);60982;365;12
48;Overlapping Waypoints 2;CBS;(TUD);48097;465;147
48;Overlapping Waypoints 2;CBS;(TUD);47913;405;168
48;Overlapping Waypoints 2;CBS;(TUD);47893;476;2415
48;Overlapping Waypoints 2;CBS;(TUD);47873;370;758
48;Overlapping Waypoints 2;CBS;(TUD);47803;346;452
48;Overlapping Waypoints 2;CBS;(TUD);47603;;1028
48;Overlapping Waypoints 2;CBS;(TUD);47783;384;197
48;Overlapping Waypoints 2;CBS;(TUD);47713;321;318
48;Overlapping Waypoints 2;CBS;(TUD);47643;440;278
48;Overlapping Waypoints 2;CBS;(TUD);47623;468;785
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201388;401;224
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201288;445;810
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201308;360;159
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201328;328;439
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201348;351;121
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201368;397;107
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201408;427;97
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201428;390;13658
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201448;407;325
48;Overlapping Waypoints 2;CBS;(TUD_voor_timons_vergelijking);201468;382;168
48;Overlapping Waypoints 2;M*;Python (TU);178885;;20411
48;Overlapping Waypoints 2;M*;Python (TU);179315;;20340
48;Overlapping Waypoints 2;M*;Python (TU);179295;;20383
48;Overlapping Waypoints 2;M*;Python (TU);179275;;20353
48;Overlapping Waypoints 2;M*;Python (TU);179255;;20317
48;Overlapping Waypoints 2;M*;Python (TU);179235;;20309
48;Overlapping Waypoints 2;M*;Python (TU);179215;;20456
48;Overlapping Waypoints 2;M*;Python (TU);179195;;20311
48;Overlapping Waypoints 2;M*;Python (TU);179075;;20299
48;Overlapping Waypoints 2;M*;Python (TU);178955;;20230
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179445;399;59
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179565;368;52
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179545;404;49
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179525;520;48
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179505;444;595
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179485;494;58
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179465;380;47
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179425;408;90
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179405;404;95
48;Overlapping Waypoints 2;M* Inflated;Python (TU);179385;409;63
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213942;358;32
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213940;598;39
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213938;553;37
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213936;449;33
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213954;479;31
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213952;374;23
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213950;376;25
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213948;546;40
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213946;392;20
48;Overlapping Waypoints 2;Unordered MLA* v2;linear, resting, dist (TU);213944;535;37
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60555;479;32588
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60573;384;8978
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60603;547;13081
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60614;301;9057
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60644;478;8328
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60660;434;33719
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60527;;123568
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60515;465;1450
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60480;;123521
49;Overlapping Waypoints 3;A*+OD+ID;correct TSP cache (TU);60469;417;57019
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);60983;476;1935
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);60561;429;937
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);60443;516;7690
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);60019;428;740
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);58599;566;1526
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);56429;518;1511
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);54759;476;14971
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);52389;518;307
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);60671;406;1372
49;Overlapping Waypoints 3;BCP;heuristic-based waypoints 64 (TUD);60691;376;321
49;Overlapping Waypoints 3;CBS;(TUD);47804;;3019
49;Overlapping Waypoints 3;CBS;(TUD);47914;398;267
49;Overlapping Waypoints 3;CBS;(TUD);47784;461;1057
49;Overlapping Waypoints 3;CBS;(TUD);47714;507;1066
49;Overlapping Waypoints 3;CBS;(TUD);47644;466;306
49;Overlapping Waypoints 3;CBS;(TUD);47624;;3035
49;Overlapping Waypoints 3;CBS;(TUD);47604;;1034
49;Overlapping Waypoints 3;CBS;(TUD);47874;461;404
49;Overlapping Waypoints 3;CBS;(TUD);48098;446;172
49;Overlapping Waypoints 3;CBS;(TUD);47894;409;176
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201349;493;165
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201329;499;2722
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201309;479;274
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201289;535;195
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201449;475;203
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201429;427;241
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201409;492;802
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201389;534;1606
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201469;545;5503
49;Overlapping Waypoints 3;CBS;(TUD_voor_timons_vergelijking);201369;441;182
49;Overlapping Waypoints 3;M*;Python (TU);179316;;20296
49;Overlapping Waypoints 3;M*;Python (TU);179296;367;63
49;Overlapping Waypoints 3;M*;Python (TU);179276;;20247
49;Overlapping Waypoints 3;M*;Python (TU);179256;;20357
49;Overlapping Waypoints 3;M*;Python (TU);179236;;20312
49;Overlapping Waypoints 3;M*;Python (TU);179216;;20375
49;Overlapping Waypoints 3;M*;Python (TU);179196;;20342
49;Overlapping Waypoints 3;M*;Python (TU);179076;;20224
49;Overlapping Waypoints 3;M*;Python (TU);178956;;20356
49;Overlapping Waypoints 3;M*;Python (TU);178886;;20240
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179386;437;233
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179406;514;75
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179426;433;97
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179446;528;108
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179466;532;68
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179486;518;194
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179506;505;70
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179526;529;99
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179546;485;64
49;Overlapping Waypoints 3;M* Inflated;Python (TU);179566;470;116
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213991;572;31
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213987;509;30
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213983;600;32
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213979;430;23
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213955;653;50
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213975;655;49
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213971;559;28
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213967;533;28
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213963;553;57
49;Overlapping Waypoints 3;Unordered MLA* v2;linear, resting, dist (TU);213959;613;29
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60556;544;5637
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60662;599;576
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60645;500;29087
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60615;479;602
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60608;566;17473
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60577;423;659
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60530;442;2192
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60516;475;456
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60482;419;503
50;Overlapping Waypoints 4;A*+OD+ID;correct TSP cache (TU);60472;480;793
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);60984;554;17183
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);52390;512;732
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);54760;549;3387
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);56430;545;2423
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);58600;602;2909
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);60020;484;1591
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);60445;507;6806
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);60562;462;1118
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);60672;483;7739
50;Overlapping Waypoints 4;BCP;heuristic-based waypoints 64 (TUD);60692;396;8272
50;Overlapping Waypoints 4;CBS;(TUD);47605;528;321
50;Overlapping Waypoints 4;CBS;(TUD);47625;544;704
50;Overlapping Waypoints 4;CBS;(TUD);47645;579;526
50;Overlapping Waypoints 4;CBS;(TUD);47715;521;250
50;Overlapping Waypoints 4;CBS;(TUD);47785;542;1100
50;Overlapping Waypoints 4;CBS;(TUD);47805;437;406
50;Overlapping Waypoints 4;CBS;(TUD);47875;604;277
50;Overlapping Waypoints 4;CBS;(TUD);47895;608;955
50;Overlapping Waypoints 4;CBS;(TUD);47915;529;270
50;Overlapping Waypoints 4;CBS;(TUD);48099;506;1144
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201450;544;355
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201470;496;193
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201290;672;734
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201310;542;256
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201330;580;5682
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201350;469;314
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201370;433;258
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201390;483;333
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201410;477;379
50;Overlapping Waypoints 4;CBS;(TUD_voor_timons_vergelijking);201430;577;3210
50;Overlapping Waypoints 4;M*;Python (TU);178887;429;159
50;Overlapping Waypoints 4;M*;Python (TU);178957;;20247
50;Overlapping Waypoints 4;M*;Python (TU);179077;;20348
50;Overlapping Waypoints 4;M*;Python (TU);179197;;20350
50;Overlapping Waypoints 4;M*;Python (TU);179217;;20302
50;Overlapping Waypoints 4;M*;Python (TU);179237;;20290
50;Overlapping Waypoints 4;M*;Python (TU);179257;529;1583
50;Overlapping Waypoints 4;M*;Python (TU);179277;;20281
50;Overlapping Waypoints 4;M*;Python (TU);179297;;20263
50;Overlapping Waypoints 4;M*;Python (TU);179317;;20297
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179407;464;133
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179567;430;298
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179547;531;182
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179527;409;484
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179507;496;129
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179487;616;128
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179467;544;179
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179447;518;195
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179427;539;139
50;Overlapping Waypoints 4;M* Inflated;Python (TU);179387;557;143
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213976;683;39
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213984;567;37
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213988;599;55
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213972;640;28
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213968;616;33
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213964;758;55
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213960;767;52
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213992;484;46
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213956;611;41
50;Overlapping Waypoints 4;Unordered MLA* v2;linear, resting, dist (TU);213980;691;73
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60531;511;5305
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60517;504;899
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60483;456;79601
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60473;;121378
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60650;;125386
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60616;;123719
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60609;590;2535
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60578;587;870
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60663;;121339
51;Overlapping Waypoints 5;A*+OD+ID;correct TSP cache (TU);60557;;124432
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);60021;521;23479
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);60693;454;7146
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);60673;525;19947
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);60563;585;600916
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);60446;610;340053
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);60985;457;13216
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);58601;526;101682
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);56431;502;601075
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);54761;523;42273
51;Overlapping Waypoints 5;BCP;heuristic-based waypoints 64 (TUD);52391;559;12643
51;Overlapping Waypoints 5;CBS;(TUD);47896;684;913
51;Overlapping Waypoints 5;CBS;(TUD);47606;593;796
51;Overlapping Waypoints 5;CBS;(TUD);47626;;3036
51;Overlapping Waypoints 5;CBS;(TUD);47646;;3030
51;Overlapping Waypoints 5;CBS;(TUD);47716;541;860
51;Overlapping Waypoints 5;CBS;(TUD);47786;565;1453
51;Overlapping Waypoints 5;CBS;(TUD);47806;559;2090
51;Overlapping Waypoints 5;CBS;(TUD);48100;400;1118
51;Overlapping Waypoints 5;CBS;(TUD);47876;599;728
51;Overlapping Waypoints 5;CBS;(TUD);47916;493;1015
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201411;478;2624
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201291;503;4737
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201311;429;752
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201331;596;3738
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201351;626;702
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201371;666;5268
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201391;650;1059
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201431;577;747
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201451;574;2761
51;Overlapping Waypoints 5;CBS;(TUD_voor_timons_vergelijking);201471;549;807
51;Overlapping Waypoints 5;M*;Python (TU);179298;;20202
51;Overlapping Waypoints 5;M*;Python (TU);179318;;20175
51;Overlapping Waypoints 5;M*;Python (TU);179258;;20233
51;Overlapping Waypoints 5;M*;Python (TU);179238;;20265
51;Overlapping Waypoints 5;M*;Python (TU);179218;;20359
51;Overlapping Waypoints 5;M*;Python (TU);179198;;20239
51;Overlapping Waypoints 5;M*;Python (TU);179278;;20363
51;Overlapping Waypoints 5;M*;Python (TU);179128;;20300
51;Overlapping Waypoints 5;M*;Python (TU);178958;;20357
51;Overlapping Waypoints 5;M*;Python (TU);178888;;20335
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179408;460;418
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179388;445;392
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179568;558;407
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179548;622;1904
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179528;539;372
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179508;634;712
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179488;503;405
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179468;638;598
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179448;500;550
51;Overlapping Waypoints 5;M* Inflated;Python (TU);179428;484;391
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213993;798;101
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213961;740;54
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213957;808;29
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213965;792;53
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213969;626;53
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213973;770;39
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213977;868;43
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213981;604;28
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213985;808;31
51;Overlapping Waypoints 5;Unordered MLA* v2;linear, resting, dist (TU);213989;673;28
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213958;512;28
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213962;598;35
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213966;540;30
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213970;568;37
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213974;571;32
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213978;605;35
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213982;552;29
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213986;619;34
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213990;523;31
52;Test map;Unordered MLA* v2;linear, resting, dist (TU);213994;633;30